Index_Id,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
285, on 07/15/09 14:58 PM (PDT),patel1234 ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Excellent Luxury Crossover," Amazing ride, quality and craftsmanship.  Drove the X3 and XC60 and the q5 beats them hands down in all areas.  Audi has really done a good job in engineering this car.  My only complaint is that Audi should include more standard options on a premium plus.  Bang and Olufsen, in my opinion should be standard on a premium plus.  Heated seats are standard but currently there isn't an option for Cool/ventilated seats.  They get really hot in the summer.  For a 40+ thousand dollar car, one would expect more standard options.  If there was a option to score on Value, i would give it a 7 or 8 simply because you can find more options for the price in Cadillacs, Lexus, Acura.  ",5
286, on 07/13/09 19:22 PM (PDT),Jeff M ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),New Q5," Took delivery of new Q-5 with Premium/Prestige Packages and immediately set out on 1,200 mile trip.  Vehicle performed almost flawlessly.  The GPS stopped functioning necessitating the rebooting of the MMI.  Q-5 held the road well at speeds to 80mph. Gas mileage averaged a whopping 25mpg.  Interior is well appointed. Everything about the Q-5 is solid.  The B&O stereo is without equal. This is a great vehicle.",4.875
287, on 07/09/09 14:54 PM (PDT),Nick  ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),"Sporty SUV, Lacking Interior Comfort"," I really love this car. I like the handling and the acceleration. There are a ton of features for the price. The only complaints I have are the gas mileage is kind of poor, and the leather seats are kind of hard and don't really hold you in them very well. The Navigation screen would also be better in a touch screen.",4.875
288, on 07/05/09 18:56 PM (PDT),GreatCar ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Love this Car," This is my first Audi and my first cross-over vehicle and I am thoroughly impressed with this car.  Looked at a lot of different cars and nothing seemed to have everything I wanted until I drove the Audi.  Very good power for a V6, handles well and has a very smooth ride.  Great interior, good cargo space and the sunroof is fantastic.  I've owned 2 Acuras, a 325 and 525 BMW and a Mercedes (which I'll never buy again), and this car meets and/or exceeds those.  Better value for the $$ than the comparable X3 or X5 or Lexus or Mercedes.  Better features than the Acura RDX.  Really happy with the purchase and I highly recommend the Q5 for anyone looking in this class of cars.",4.875
289, on 07/04/09 12:44 PM (PDT),vp ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Q5 3.2 v6, I just bought 2 days ago. Engine is smooth on acceleration. A family of 4 can comfortably seat. I am having a blast. I love it.,5
290, on 07/02/09 23:52 PM (PDT),lumumba ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Bull in Sheep's Clothing," With Audi drive select you can change its driving properties quite nicely.  With the ADS and the S Line tires and wheels (Michelin Latitude Sport). It will stick with the best of them. Comfort setting for potholes works well. Prestige package is worth it. Pricey, but a very nice ride!",4.375
291, on 06/30/09 09:32 AM (PDT),NewQ5 ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),I NEVER write reviews," Okay, this is my first review on a car. I have previously owned 3 Lexus, BMW, Acura, and Toyota's.  This is my first Audi, had test drove the A4 when buying Acura and was not impressed, so almost did not even look at the Q5. Glad I did, this IS THE BEST CAR I HAVE EVER OWNED. Upside, engine is great, street from my house is a hill and a turn against oncoming traffic, the car provides the extra torque in the rear wheel for complete control, ALL other cars has issue with this even BMW 535i also 2009.  Interior is extremely nice - I have nearly all the options so car price tag is $50k, which is appears overpriced at first, but when comparing quality interior and options is right on the money.",4.875
292, on 06/20/09 19:18 PM (PDT),voltrader66 ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Handles poorly in Town/City traffic," Car has a serious issue with the gearbox. In start/stop traffic, the gear is either too low or too high. Unable to shift correctly. Jerky harsh ride in town driving. Fuel economy is much poorer than the stated.",3.5
293, on 06/20/09 00:00 AM (PDT),bomy ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Impresive Audi," The lease for my MB ML320 ended so I did some shopping around. I've tried Acura RDX and MDX and I had serious concern on passenger safety and lack of visibility. The same experience I had with Infiniti. MB GLK is really repulsive in design and BMW is still in the works to replace the outdated X3. Q5 was the best choice that I could have made. The design is outstanding, craftsmanship on the same level. Nice gadgets and the rooftop made my life so easy in convincing my wife: a 10 out of 10.",5
294, on 06/09/09 22:09 PM (PDT),Audisreallydorock ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),I love this car!," This car is such a big upgrade from our 2006 X3 (which we loved), I can only begin to describe it.  Comfortable, huge acceleration, great steering, excellent visibility.  Perfect car for our little family driving around the city.  Plenty of room for car seats, strollers, groceries, etc. and looks good enough to bring out for a night on the town.  Little nits: side mirrors are too big, auto-dimming rear view mirror dims too often, and brakes are a tad squishy for my taste.   But, I love driving this car.  Best car we've owned.  By far.  Including my BMW 328 (blasphemy!).   Compared the Volvo XC60, Mazda CX-9, BMW X5, Acura MDX, Lexus RX350:  this was a no brainer.  ",4.875
295, on 06/06/09 09:22 AM (PDT),WahooDDS ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Nice ride," Excellent all-around luxury SUV.  Traded in our 2004 Volvo XC 90 (transmission problems). Looked at the Volvo XC60 and Lexus RX 350 among several others. After the dealer let us take the demo for a weekend we were sold.  The ride is far more superior and has many luxury features in a very attractive package, inside and out.  This car is just plain fun to drive and exudes quality. We are getting about 21 mpg overall (majority city driving).",4.875
296, on 06/02/09 09:24 AM (PDT),Paul D ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Awesome!," Owned 2 Mercedes and it was time for a change. We looked at everything in this segment. The choice was easy, the Q5 won the battle hands down. Only had the car a couple days and love it. Got the premium plus package in meteor gray pearl. This car is completely amazing. This SUV drives like a car and sticks to the road better than the CLK we just turned in. If you are looking for a small SUV look no further, you won't be disappointed.",5
297, on 05/29/09 08:31 AM (PDT),PC323 ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),A clear break from the norm," Premium Plus w/nav in Ibis White  I had never really considered an Audi until I drove the Q5. It clearly is a well-thought out vehicle and very much fun to drive. Regular Drive mode leaves a little to be desired in first and second but Sport mode (and Triptronic) is where the fun is...0-60 in FAST!  MMI is solid, cargo space may not be as large as some others but that was not a factor for me (don't have 22 kids and 3 dogs to shuttle around), gas mileage seems to be above listed, visibility is very good, steering responsive but not overly sensitive, braking is predictable, road noise is low even on 19s, and the most important factor is that it feels like a sedan and drives like one.",5
298, on 05/23/09 16:43 PM (PDT),Keith  Daugherty  ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Best car ever!," I've had more fun driving this car than any car I have owned and I've had several sports cars.  Put the transmission in ""S"" and punch it and it throws you back in the seat.  We test drove the Volvo, Lexus, and MDX.  This car was far superior! It was the only one that said, ""Buy me""!  Everything about it  screams quality and luxury.  We have been averaging about 19 mpg. I'm sure it would be higher if I could keep my foot out of it!  It's just a super fun car to drive! We have the Prestige model--- definitely worth the upgrade!",4.875
299, on 05/20/09 19:18 PM (PDT),Shell ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Wonderful!!!, I LOVE my new Audi Q5. Traded in a LandRover which was a major expensive headache. I have made a great choice... what a head turner. I strongly recommend the Q5 it is wonderful all the way around! I am so pleased with my vehicle!!!!,5
300, on 05/20/09 14:26 PM (PDT),PL ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Great Compact SUV," Just bought a Q5 Premium Plus with Navigation.  Had to pay MSRP because the car is so popular right now - actually had to wait for almost 1 month to get the color I want.  But Audi is now offering 2.9%, 36 months financing and will make my 1st 2 payments, so net net it is like 0% financing + $500 discount.  The car is perfect for my wife.  The handling is great and the interior is far superior than the X3 or the GLK.  Love the LED lights and the huge side mirrors.  My only complaint is the relatively small interior space, especially when compared to RX350.  Otherwise, it was perfect.  ",4.875
301, on 05/19/09 07:58 AM (PDT),lostemple ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Your choice is clear.," My brother needed a new vehicle for work. He asked me for help. We researched and test drove all the competition. The Q5 was the clear winner. My local dealership had a hail storm and he was able to get his Q5 repaired and looking new for $8000 off the selling price (not MSRP). At such a deal I bought one also. His is black with tan interior and mine is white with tan interior. We both got the premium plus, but he also got the MMI package. No need for bigger rims or S- line for us. In two weeks he put 1500 miles on his Q5 and could not be happier.",4.875
302, on 05/16/09 04:34 AM (PDT),walter baransky ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Outstanding Car," Compared this car with other models and brands. Clearly ahead of the competition. Styling, interior room, sporty handling and more than enough power. Fuel economy as advertised. Loaded with technology. Was about to purchase an X5. After driving the Q5 and comparing space, feel and price, the Q won hands down. Great car!",5
303, on 05/15/09 10:58 AM (PDT),Russ ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),1 Fun SUV," We bought this car in April of 09 for my wife and I am ready to take it from her! The car is super fun to drive and especially so in the Sport mode. Has more get up and go than I ever expected. The transmission in the regular Drive mode can be a bit sluggish, but works fine. There is plenty of room in the car, I am 6 foot tall and the person behind me still has an adequate amount of room. Only had the car for a month now, but I am already a big Audi fan.",4.625
304, on 05/11/09 09:43 AM (PDT),Tara L ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Thrilled with my Q5," I've had the car two months and couldn't be more satisfied.  I was regretting handing in my BMX X3 (still love that car) but the Q5 is more luxurious, more comfortable, smoother, better gas mileage, and just as fun to drive.   I'm glad to see others here also getting MORE gas mileage than Audi disclosed. I am getting 23/28 vs. the Audi claim of 18/23.  The better mileage + the larger fuel tank = less stops at the pump & a happy driver.  The Q5 handles and drives like a state- of-the-art German sports car.  Thru traffic, Manhattan streets, suburban highways and local driving, it gives a consistent and fun-tastic drive.  And my passengers have no complaints either.  Thanks Audi!",5
305, on 05/11/09 08:56 AM (PDT),lostemple ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Q5 is the only way to go!, My brother needed a new ride and after test driving all competitors bought an Audi Q5 premium plus w/navigation. I followed suit and bought a Q5 premium plus and could not be happier. I am a research junkie and hands down the Q5 beat out the competition. I look forward to many happy years of driving my Q5.,5
306, on 05/10/09 09:29 AM (PDT),jscotyd ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Poor Gas Mileage, Beware of the ugly gas mileage.  I can only get the 18 mpg in the city on the vehicle instant mpg calculator if I am going down hill with my foot off of the accelerator.  It's stupid.,4.375
307, on 05/08/09 18:01 PM (PDT),automaven ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Impressions of my new Q5," I purchased my new Q5 from Audi of Oxnard.  I did extensive research prior to the purchase.  I wanted all wheel drive for skiing plus a place where both my surfboard and lab dog could fit.  I wanted comfort, bluetooth, nav, and pretty much all  goodies.  The full size moon/ sun roof is a cool addition. I replaced my 06 Acura MDX where the lease just ended. The Audi is extremely comfortable, with fit and finish second to none.  Smaller than the mdx, but still o.k. and with better mileage.  I got 23.5 on first tank, city and highway.  The center stack which controls the radio and nav takes some getting used to.",4.875
308, on 05/08/09 11:48 AM (PDT),AudiMyMind ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Beats 'em all," Test drove BMW, MB, Lexus, Acura and Infiniti. Audi is absolutely the BEST by far. The quality, craftsmanship, fit and finish is beyond compare. Got the Meteor Gray pearl, light gray interior &  Premium plus pkg. Have caused countless head turns on the road and while parked. Those LED daytime running lights really get everyone's attention. Precise handling; Superb ride.",5
309, on 05/03/09 13:21 PM (PDT),GLo ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),The perfect urban SUV," We've driven the Q5 (with Premium Plus) for a month and we absolutely love it.  It's small enough for urban driving/parking, but is roomier and built more intelligently than the X3 that it replaced.  Smooth, linear acceleration, balanced steering, and grips the road like a sports car.  Our favorite drives are over the twisty canyon roads.  MPG is around 17 so far (vs. avg. of 13 with the X3), which is better than expected considering almost 100% city driving.  My only complaints are that the brakes are a bit squishy and the side view mirrors are huge. This is great for side visibility, but limits front visibility a bit when making turns, for example.  I think we'll get used to it.",4.875
310, on 05/01/09 15:35 PM (PDT),cesar ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),"""The best"""," I have had 2 Mercedes (Ml320 and E320) and my Q5 is much better in everything, I traded in a 08 MDX that I bought because Honda and Acura reputation, but  I had to take the MDX 3 times to dealership to fix A/c and I recently discovered a noise on the transmission, so I decided - That's it!! and bought the Q5. I could not be happier with it.",5
311, on 04/25/09 22:03 PM (PDT),megn1806 ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Absolutely Perfect! ...no comparison! ," I just bought the q5 with the premium plus pkg, and it's FANTASTIC! The gas mileage is better than advertised. The LED lights are awesome! It handles just like a vehicle, but with the stamina of an SUV. I am 5""4 and this car doesn't feel 'too large'. The interior is classy, and goes above and beyond all of the competition. I have been looking for a year for an SUV (MB, BMW, Lexus), and nothing comes close to the genius Audi put together with the Q5. I leased this vehicle, but after driving it for 2 weeks, I am quite certain I'll end up purchasing it @ lease end. If you haven't driven the Q5, add it to the top of your list, this is one vehicle that is a must drive! ",5
312, on 04/23/09 20:29 PM (PDT),wilduys ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Perfectly sexy!, Q5...truth in engineering equals driving fun. Sexy inside & out.Truly a head-turner! Behind the  wheel is perfectly engaging. Driving one is more than an ultimate experience. Q5 is the ultimate expression of PERFECTION! Owning one is a dream come true.,5
313, on 04/10/09 10:57 AM (PDT),jim ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Audi q5 premuim plus," Been looking for about a year on a crossover that my wife & I would like. The Q5 has a very nice exterior look to it. The interior is comfortable for a person that 6'5"". The Q5 has more than enough get up & go to it. Gas mileages is not bad (19 mpg). Traded in a XC90 Volvo.   ",4.875
314, on 04/08/09 18:33 PM (PDT),Bill B. ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Would Never Buy American Again!," After trading in my 06 Jeep Grand Cherokee for a 09 Q5 Prestige, I can honestly say i would never buy an American car again.  The Q5 is far better than the Jeep in every way, especially in the snow.  We test drove this car during a snow storm and wow, the quattro is amazing.  It would not let us fishtail or slide at all, and it just kept us going in a straight line.  Aside from that, the MMI is pretty easy to use, the Bang & Olufsen sounds great and the panoramic sunroof is amazing, the whole roof is pretty much glass.  Last but not least, the LED's both front and rear look incredible.  They were one of the main reasons I bought this car.",5
315, on 04/02/09 16:22 PM (PDT),Don L. ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Bullseye!!!, Traded in my Infiniti M35X.  Have always been a fan of Japanese car quality but decided to try a German car.  The school commercial captivated my attention as I was considering an Lexus RX350.  The commercial helped me to realize that I should try something not so main stream as there are a lot of Lexus RXs out there.  One test was all it took to blow me away.  The Q5 drives and feels like a sport sedan as handling and acceleration are excellent.  The build quality is phenomenal.  Seats are extremely comfortable.  The  gas mileage has been higher than advertised as I am getting just over 27 mpg on the highway (at 65-70 avg speed) vs sticker which claims 23.  You can't get a much better car.,5
316, on 04/01/09 14:18 PM (PDT),Toni ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Prestige - S-Line," I just recently purchased the car.  As an understatement, it is absolutely perfect.  Excellent engine response and handling.  The navigation system and audio commands are superior. I drove several competitors, i.e., Lexus X350, MB M500, Infiniti X35, and the Q5 is by far the best of the lot.  If one is looking for a high performance Crossover vehicle, I HIGHLY recommend the Audi Q5.",5
317, on 03/30/09 20:36 PM (PDT),George ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Great car with all the features you want," Traded our Acura TSX for an Audi Q5 and could not be happier with the choice. The Audi Q5 does not handle like your normal SUV and it gives us better mileage so far in the City and on Highway driving with way more storage room than the Acura TSX and ability to haul more stuff. I would certainly recommend this car to anyone looking for a smaller SUV, a lot of fun, power and style.",5
318, on 03/25/09 22:03 PM (PDT),Jay Norton ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Can't Get Much Better!," This isnt going to be your typical car review. This one is taking on a new twist, its from the front passengers viewpoint. MS took driving away from me 19 years ago, but Im still more than able to be the judge of a vehicles stature and quality. Back in 2001 I purchased an Audi Allroad. It was an exceptional car, and always a head-turner.  We recently traded it in on a 2009 Q5, and so far we have no regrets. The quality, detail and build is typical Audi""First-Class"". Front seaters well over 6 ft in height have plenty of leg/headroom to spare. The 270hp V6 has enough punch to easily set you back in your seat. The shifting is very smooth and so is the ride. The Q5 also turns heads.",5
319, on 03/15/09 23:43 PM (PDT),Brandon Smith ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Our Sunday Car," My wife and I just purchased the Q5.  It was quite a trade up from a Toyota Corolla. The interior styling is far superior to its Mercedes and BMW competitors.  All three trims are great, and the Prestige is amazing.  All three trims have the same engine - which has all the power we'd ever need.  It has all the bells and whistles.  ",4.875
320, on 03/11/09 09:03 AM (PDT),Michelle D. ,2009 Audi Q5 SUV 3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A),Traded S5," My wife and I traded our S5 in on the Q5 and honestly the quality and build is the same. We've owned the Acura RDX and Toyota's Higlander in the past this vehicle is by far superior. We have owned BMW's before and looked at the X3 we are glad we waited. This vehicle gives us some of the performance we enjoyed in the S5 without all of the attention we got in the S5,we get some but not as much.It also gives us the comfort of the S5 with greater cargo space. You forget you're riding in a SUV. We've only had it a couple of weeks, we'll stick with Audi.I miss the B&O :( .",5
321, on 07/25/18 12:17 PM (PDT),Sherrill L. ,2014 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Rollin' Down the Highway and Queen of the Road," So what would make me the Queen?  Great looks, performance and comfort.  Decent gas mileage is a factor but not the whole story.  Can you see everywhere around the car?  Is it comfortable to sit in but also to be a passenger? Can I hear music of my choice playing through a great sound system? Am I warm enough or cool enough? Does the car start immediately and without drama? And Rollin' Down the Highway with that smooth ride pulls it together.  I might even be shallow enough to admit that the car suits my self image.  But where oh where is a usb port? It doesn't exist in this 2014 Audi Q5.  Some of us might even like to play things from an old ipod or charge our phones directly without the little lighter adapter. Bluetooth is fine but it's just another interface. But I am still the Queen.",5
322, on 04/04/18 10:33 AM (PDT),jeff olomon ,2014 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),audi awesome, so far so good.  City mpg is 22.5.  This summer I'll check the hwy mpg when I drive to the west coast.  Performance and comfort and top notch.  If I had to say anything negative it would be the fan controls for air temp is a 2-step process.  Also the steering wheel blocks the odometer and outside temp display.  I still haven't figured out what the rear fog lamps are all about.  Nice driving car.,5
323, on 02/11/18 05:01 AM (PST),Anita ,2014 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Unexpected issues for a premium car," Like mentioned in another review, the timing tensioner caused a check engine light to turn on at approx. 74K miles and after several times of resetting the light, it refused to go away. My dealership finally took it in and called me initially to repair it for $1,800, which they said if I don't take care of will cost 8K worth of damage. They were not able to give me a cause for it and I told them to give me the quote and details and I will take it and fix it for cheaper elsewhere. Then they said they will contact Audi and call me back if anything can be done. After a few hours they called and said Audi would cover the entire cost and they repaired it within 24 hrs for no cost. I am happy they did that, but I am sure this has affected the value of my car and my fear of something else going wrong with it. I bought this car brand new thinking I will not have to deal will damages from low quality build and not including the regular maintenance I take it for, I have had to go to the dealership many more times for fixing recalls and other minor sensor issues. Right now my navigation and media system stopped working after they fixed the engine issue and I am not sure how to connect the two incidents. The dealerships have been pretty good , but I am highly disappointed with the low quality of the car itself.",2
324, on 01/30/18 10:36 AM (PST),Peter Pan ,2014 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Beware timing chain tensioner at 75k miles!!," The 2.0l engine has a poorly designed timing chain tensioner which is prone to failure around 75k miles - and will take your engine with it.  There is a class action lawsuit about the problem (google it).  The car also does not hold its value well - I’m told due to lack of reliability and sky high repair costs.  That said, until the timing chain failed it was fun to drive and had been pretty reliable.  However, at 74k miles when the timing chain tensioner failed, the engine repair costs exceeded the blue book value of the car (4.5 years old).  The navigation system was clunky, it had no USB ports, and poor user interface for such an expensive car.",2
325, on 06/19/17 15:03 PM (PDT),Todd Whitmer ,2014 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Love our new Audi Q5," I did a lot of shopping around for about three months.  Found this immaculate Audi Q4 at our Lancaster Mercedes dealership.  It was a leased car trade in - super shape and the dealership could not be more inspiring, helpful and great to work with.  After 3 months I found the car for us.",5
326, on 04/11/17 09:01 AM (PDT),Mike  Orndorf ,2014 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Swweeeeeet," So far this Q5 is awesome. Great ride, good performance and reasonable gas mileage. All round it handles like a car, has the storage for gear and groceries and the comfort of my living room.",5
327, on 08/26/16 12:07 PM (PDT),Sandra F ,2014 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Love It!!," The only issue I have with the Q5 is that it isn't as quiet a ride as I expected. Although Audi dealership did try to do something about it, I tend to get wind noise in around the windows. The navigation system isn't as intuitive as I hoped. Other than that, I absolutely love the car and may end up buying a newer model when I'm ready to get a new car.",4
328, on 04/24/16 09:28 AM (PDT),Russ Andrews ,2014 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),"will keep till 80-90K,still excelrnt vehicle!"," Being picky, the only drawback to this fine car is the computer behind the nav system. Steep learning curve and not easily used info input system",5
329, on 10/22/15 13:23 PM (PDT),patti ,2014 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),LUV my Q5!!," Just buy it! You'll luv it, too!",5
330, on 10/04/14 10:48 AM (PDT),audi4me2 ,2014 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Q5 Quality Has Gone Down Significantly," Bought my 1st Q5 in 2010 (3.2, in Canada), and had to sell when we went overseas. Came back to US and leased a Q5 again since 1st time it was so great. But things have just gone downhill for Q5 quality:- Check engine light came at 3000 miles- Multiple trips to dealer to fix it- Rear tire starting showing low pressure- Again, multiple trips to fix it- Other rear tire BURST...yes  just BURST on the highway at high speed....lucky to be not hurt- Stayed for 30 mins on hold before Audi roadside assistance could finally help- Got home and dealer basically not even responding to have the tire replaced ! No am not talking free....but a fully paid one from me? wtf ! ",2.125
331, on 05/05/14 07:27 AM (PDT),srubin415 ,2014 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Brakes at 31,000 Miles"," At 31,000 miles, the dash indicator screen told me I needed brake pads. Over a third of those miles were put on during 2 road trips. Yet when I questions Audi both at the dealer leveland at the corporate level, I was told that on the Q5 & Q7 models, the brake pads must be replaced around 25,000 to 30,000 miles. I have owned many automobiles including 5 other Audi cars. I have never had to replace brakes at 25 - 35,00 miles",3.5
332, on 04/13/14 13:08 PM (PDT),kenwstlkvlgca ,2014 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Subaru Forester to Audi Q5," I was impressed and planned to upgrade to the top model '14 Subaru Forester XT after driving my '02 Forester for the past 12 yrs but after test driving the Audi Q5, the overall quality, detail, and refinement of Audi completely ruined the XT for me! For comparison the XT has more power (250 hp), better fuel economy (avg 25 mpg), greater cargo space (~75 cu ft), and costs ~$5000 less.No matter you can feel the superior quality and craftsmanship in material, workmanship, and engineering in every detail and step of the gas pedal in the Audi. I love the quick acceleration in Sport mode and the refined executive styling and boss 18"" wheels! I look fwd to and enjoy driving it each and every day!",4.875
333, on 03/29/14 15:01 PM (PDT),jcollum68 ,2014 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Art of Wheels," We looked at a RX350, RDX, X3, SRX.This is the runaway winner.Great timeless design, wonderful interior design and material quality, great step in height and the list goes on.Bought this after owning a 2012 ML350.My wife is 5 foot and ML350 step in height too high.She loves this vehicle, great for a shorter person, perfect size.Have all options on ours except 19 inch wheels.Wish it had power tilt/telescoping wheel, probably only missing options.Very thoughtfully designed, seems overpriced but the devil is in the details.It was worth $8000 more than the RDX after sitting in both back to back.Have had it for a months and we love it, still like my BMW 550 more though!",4.75
334, on 01/31/14 12:04 PM (PST),thk_1952 ,2014 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Upgraded CRV," I recently purchased a Q5.I chose it as a medium option between the more expensive SUV's (X5/ML/Cayenne) and the more economic CRV/4runner/CX5's.In retrospect, I would categorize it with the second group and is overpriced for the quality.Peformance:Feels faster than it actually drives, particularly in the 50-70 range needed to merge onto major highways.The Q5 is fun to drive, until you look around and see that you're not accelerating as quiickly as you think.Interior:Cheap leather and interior surfaces look more similar to an accord or CRV than a luxury SUV.The computer/MMI seems out of date and dial is tough to use.Panorama sunroof is too big and gimicky.",3
335, on 12/10/13 17:42 PM (PST),thepastaman ,2014 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Fantastic Automobile," I had shopped around a bit in Los Angeles for the ideal car for my wife. She had very specific requirements for color and engine...tan or brown on brown and fast. There was only one brown on brown in the state at the time with the supercharged 6.We found Steve Miller at Santa Monica Audi on the internet who was enthusiastic about selling at my asking price of $3,000 off sticker-no questions, no hassle, bada bing! Since day one, the car has been a dream.Both of us drive the car, but she probably airs it out a little more.It is an SUV that thinks it's a sports car. It's a great car. No problems. Gives us a reason to go drive...even in LA.",5
336, on 09/10/13 22:21 PM (PDT),cfoandy ,2014 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),This is my 1st and will be my last Audi," Bought the Q5 Premium Plus from Tony Peng at Penske Audi. Tony was very helpful, no presssure sales, very smoooth and enjoyable.The finance girl was no pressure either.Love my experience at the dealership, 5-star.I was debating between a BMW X3 and this Q5.What won my heart was its seat, very comfortable.The drive was smooth.This is the Pros.Cons?The navigation system is the WORST!It is so difficult to use that I ended up using my iPhone map/GPS which is FREE.The Audi system costs $4K!! At this price range, this system is totally un-acceptable.Advice for potential buyer:test the navigation system and be sure you accept its performance.",3.5
